,Afrikaans,Albanian,Amharic,Arabic,Armenian,Azerbaijani,Basque,Belarusian,Bengali,Bulgarian,Catalan,Cebuano,Chinese,Croatian,Czech,Danish,Dutch,English,Esperanto,Estonian,Finnish,French,Galician,Georgian,German,Greek,Gujarati,Haitian,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Italian,Japanese,Javanese,Kannada,Kazakh,Khmer,Kirghiz,Kurdish (Kurmanji),Latin,Latvian,Lithuanian,Luxembourgish,Macedonian,Malagasy,Malay,Malayalam,Maltese,Marathi,Mongolian,Nepali,Norwegian (Bokmål),Pashto,Persian,Polish,Portuguese,Romanian,Russian,Scottish Gaelic,Serbian,Sindhi,Slovak,Slovenian,Somali,Spanish,Sundanese,Swahili,Swedish,Tajik,Tamil,Telugu,Thai,Turkish,Ukrainian,Urdu,Uzbek,Welsh,Yiddish,Yoruba
Nepali,0.045328012,0.108534234,0.395133038,0.191210058,0.028099279,-0.08525009,0.23594462,0.07724279,0.142362305,-0.009677419,0.160173051,0.124814998,0.314565936,0.003459353,-0.187665821,0.138783379,-0.15107215,0.153896458,0.007121423,0.043480543,0.119991962,0.079069869,0.117059184,0.012195655,-0.05943903,0.290701817,0.160871604,-0.074667391,0.011495635,0.252643455,0.189871568,0.102570384,0.090368378,0.158229351,0.228754445,-0.324199063,-0.042373286,-0.050081416,0.055967212,-0.122116075,0.144826524,0.126651512,-0.039772001,0.062209702,-0.082437582,-0.052899917,0.11038255,-0.077346803,0.204315724,0.316833254,-0.020553201,0.248439586,1,0.183668113,0.14753626,0.153753865,-0.077636367,0.206905225,0.180999629,-0.061600782,0.448091181,-0.092770039,0.138313867,-0.099816411,-0.108797592,0.308197253,0.122346313,0.219745971,0.07754598,0.056561375,0.24551522,-0.011136406,0.168185356,0.083428834,0.052408427,-0.022909549,0.178224367,0.167960457,0.323363237,0.110211006,-0.193275445
Norwegian (Bokmål),0.530081834,0.332356291,0.303649235,0.071920758,0.202762549,0.223357892,0.166359338,0.459837332,0.061744379,0.506947928,0.403627221,-0.088922294,0.547980156,0.20957265,0.132790603,0.670399314,0.393052726,0.602945615,0.464594527,0.460825338,0.551414293,0.269463952,0.284835034,0.041724074,0.352852091,0.387712164,0.216216216,0.08188553,0.150080813,0.186309113,0.478264438,0.307436871,0.442974448,0.306435415,0.495326485,-0.14992485,0.276523104,0.310272582,0.339519782,0.079869371,0.147330447,0.000604839,0.486422576,0.567451564,0.310381143,0.422928242,0.197632258,0.249683116,0.296323689,0.183539157,-0.061584773,0.08251388,0.183668113,1,-0.11406423,0.1280564,0.073458838,0.199778059,0.47744495,0.376324963,0.159767852,0.120517611,-0.031794272,0.500435989,0.306895732,-0.020573228,0.19353106,-0.054719141,0.142537892,0.597738022,0.136423042,0.060552465,0.107971769,0.542096782,0.197858052,0.4310813,0.422699391,0.12455477,0.293711462,-0.159735339,0.187178168
Pashto,0.138015008,0.078439673,0.105412282,0.544211168,0.058771255,0.331003486,0.174197344,0.009382049,0.458979022,-0.05362941,0.035025425,-0.217112299,-0.023950737,-0.371215481,0.118709241,-0.006887164,-0.158794124,0.027294778,-0.03223245,-0.031331231,-0.048588787,0.109549751,0.100590333,0.076850776,0.004904725,0.129932496,0.192616311,-0.188783987,0.054263714,0.253677868,-0.161787254,0.101318198,0.000986923,0.136425131,-0.003854812,-0.183115608,0.26473279,0.187257608,0.158515621,-0.085568034,0.116746043,-0.102150921,0.062431228,0.084488195,-0.010696424,-0.121945384,0.132889122,0.119646858,-0.053486583,-0.082453522,0.319159836,-0.177918744,0.14753626,-0.11406423,1,0.147265572,-0.124293053,0.291080246,0.107287572,0.105674831,-0.047646015,0.058477733,0.18877185,0.120681273,-0.155066522,0.325051988,0.212347483,0.102360833,-0.111948874,-0.071352765,0.361538626,0.219337304,0.206353399,-0.126140156,0.028496414,0.021190423,0.094314253,0.121158217,0.053575294,-0.217594865,0.305753325
Persian,-0.126402886,0.083752445,0.13361793,0.338761331,0.101758392,0.171415,0.169982372,0.116843238,0.351639092,0.053208056,-0.047821057,-0.0315197,0.236952639,-0.407826087,0.05870054,0.04998449,0.084990755,0.403835029,-0.05329007,0.427188681,0.283239853,0.266987326,0.045711438,0.166798683,0.005868741,0.348469232,0.100402921,-0.212836459,-0.015843035,0.234937104,0.164959171,0.208239713,0.259655453,0.063023686,0.381809888,-0.100251582,0.147835798,0.342337027,0.18006325,0.07152191,0.379894595,0.054219098,0.216317434,0.109793927,-0.182918076,0.175978955,0.017863368,-0.07132238,0.32332442,-0.01483401,0.206732673,0.475153689,0.153753865,0.1280564,0.147265572,1,0.117171649,0.195211107,0.155933057,0.188021301,0.063422201,0.194989574,-0.143484838,0.059787934,0.151680568,0.169447228,0.127231945,0.007296477,0.026732985,0.006019601,0.244130273,0.123042723,0.152928971,0.155092062,0.191288421,0.136370496,-0.041292246,0.203591996,0.219774197,0.074210365,-0.04533695
Polish,0.013436001,0.158406318,-0.16984677,0.061019624,0.107090415,0.085637191,0.174481872,0.401828065,0.01928124,0.305995718,0.034705712,-0.091091307,0.068921004,-0.263125763,0.364075632,0.082052971,0.304447143,0.246442724,0.227560408,0.235925082,0.251871669,0.352478613,0.061615246,0.215687233,0.08849595,0.267542874,0.349460069,0.010392064,0.188222206,0.353512291,0.395946475,0.415012428,0.070050199,0.273123478,0.316081709,-0.058951236,-0.015743949,0.066419748,0.095048255,0.251691291,0.32123851,0.010544567,0.077128944,0.248419309,0.088045142,0.107701403,-0.108774975,-0.133524126,0.172050403,0.067239009,-0.070970837,0.306137168,-0.077636367,0.073458838,-0.124293053,0.117171649,1,0.135956966,0.230786519,0.435507231,0.128303291,0.197843431,0.053377842,0.211703997,0.021556412,-0.035608631,0.085535445,-0.24923524,0.037176041,0.119836684,0.037521341,0.213195927,0.006206386,0.182524485,0.263178102,0.317446671,0.187327085,0.154680389,0.285706511,0.17389005,0.076720089
Portuguese,0.28357012,0.297395808,0.289236326,0.338681396,0.328955097,0.309058484,0.155842329,0.318416233,0.422484484,0.313744685,0.531511224,-0.221162186,0.234273849,0.003462204,0.445609285,0.385556272,0.451358167,0.472689987,0.162954626,0.395527248,0.355450944,0.489714964,0.451969482,0.180282474,0.384238346,0.350394831,0.385240784,-0.242948843,0.346816244,0.371940385,0.321170906,0.35669423,0.427692043,0.560761283,0.398193817,-0.030968833,0.202644888,0.159975157,0.328428608,0.13642045,-0.007323629,0.224772112,0.364939194,0.389694198,0.316749049,0.330116463,0.076392892,0.163358289,0.274350677,0.456856424,0.303386221,0.200957742,0.206905225,0.199778059,0.291080246,0.195211107,0.135956966,1,0.390588891,0.352018332,0.12241371,0.330008612,0.021358311,0.369229503,0.246396118,-0.009445229,0.782911516,0.161695713,0.195196498,0.144980811,0.112878783,0.318911455,0.207151893,0.408920638,0.130115591,0.535238663,0.263386906,-0.076106477,0.374073122,-0.175855122,-0.020397272
Romanian,0.442551807,0.324829603,0.046098059,0.110505808,0.051100928,0.183333439,0.155241122,0.423246044,0.04154185,0.483012793,0.372513963,-0.132926829,0.279837144,-0.036153846,0.461294925,0.443372155,0.402419983,0.383251514,0.517420808,0.226590435,0.473116149,0.253443694,0.246526877,0.112182507,0.33489162,0.460153549,0.267340901,0.044390686,0.252173528,0.145959164,0.240848952,0.338245642,0.225209691,0.350378159,0.414334051,-0.051720035,0.090708545,0.269225298,0.340219483,-0.013254574,0.040817368,0.046778571,0.426391831,0.379163186,0.290258211,0.153649847,-0.089196527,0.079285756,0.087498753,0.093458724,-0.000699876,0.069409942,0.180999629,0.47744495,0.107287572,0.155933057,0.230786519,0.390588891,1,0.453795557,0.249881908,0.027258972,-0.030963996,0.471429582,0.153712139,0.044404169,0.396312842,-0.251244935,0.39665264,0.443580648,0.251779116,-0.004848896,0.008398509,0.344914374,0.081637676,0.499362416,0.355614827,-0.149631037,0.194151593,-0.149216405,0.149967922
Russian,0.20750648,0.325841534,0.010005151,-0.088687226,0.097942391,0.2099773,0.242145805,0.561578649,0.08357907,0.500076188,0.172537792,-0.149960358,0.266583205,-0.020388537,0.57453451,0.366696753,0.398111196,0.410089554,0.342540012,0.445939476,0.486327238,0.360608509,0.255525807,0.277195908,0.217741821,0.336870691,0.387876839,0.007475198,0.22345348,0.185140393,0.496719138,0.40857477,0.314087394,0.383736326,0.399977129,0.086301767,0.224896149,0.215169241,0.520759068,0.180300374,0.154758134,0.138898229,0.487722805,0.437729908,0.237139322,0.131912803,-0.064654404,0.320074468,0.163188182,0.132482058,0.12814741,-0.022899149,-0.061600782,0.376324963,0.105674831,0.188021301,0.435507231,0.352018332,0.453795557,1,-0.07088277,0.403270155,0.141414141,0.597503359,0.1695037,0.147773529,0.268016808,-0.30385684,0.104304462,0.209636485,0.05373927,0.348136659,0.146920136,0.323632131,0.223391273,0.620710952,0.423125613,-0.114336737,0.260829875,0.010682744,-0.028579435
Scottish Gaelic,0.062599011,0.04645813,0.083983877,0.276059954,-0.026052029,-0.132004617,0.153450518,0.153354544,0.178806937,0.007641763,0.179323687,0.122874494,0.25817028,0.135064935,0.077631909,0.332453256,0.073329594,0.236541046,0.066678668,-0.089671891,0.20826942,-0.023321611,0.046876688,0.130522923,-0.090945095,0.108539626,-0.019899208,0.112199602,0.254803688,0.413651286,0.207234237,0.180388296,0.027240435,0.229011872,0.181825046,-0.080126358,0.174210851,0.034450908,-0.124258796,-0.004705367,-0.103962402,0.342133097,0.053071772,-0.092672155,0.039568661,0.166328805,0.086558119,-0.345323741,0.142567776,0.275130046,0.051580286,0.287209439,0.448091181,0.159767852,-0.047646015,0.063422201,0.128303291,0.12241371,0.249881908,-0.07088277,1,-0.382111449,-0.238603426,-0.134748866,-0.14823237,0.030112626,0.086867814,0.186642176,0.042883731,0.344119869,0.078811841,-0.099173852,0.303591479,0.336188677,0.032204732,0.067698436,0.149250671,0.375325272,0.157367884,0.219766048,0.242818072
Serbian,-0.088221867,0.257346133,0.160490992,0.045438341,0.098847549,0.286122102,0.133058094,0.303416131,0.165473146,0.226506542,0.130607335,-0.09739253,0.01766302,0.027826087,0.186793592,0.083268864,0.260601725,0.186057993,0.123375377,0.296590861,0.078683699,0.345245675,0.296594386,0.112636047,0.033955073,0.166561713,0.354531921,-0.128147788,0.033447543,0.267322261,0.109254536,0.204408984,0.235706399,0.117159636,0.251415036,-0.115210138,0.133911807,0.197458586,0.200358328,0.210238187,0.008054481,0.05240649,0.129930344,0.284012776,0.078738,0.249767928,0.033985661,0.11876016,0.235103256,0.136247124,0.15886541,0.045428103,-0.092770039,0.120517611,0.058477733,0.194989574,0.197843431,0.330008612,0.027258972,0.403270155,-0.382111449,1,0.296992481,0.282526759,0.215683992,0.064587008,0.257054672,0.0806633,0.066291469,-0.023456723,0.082438428,0.221003272,0.036427897,0.32948679,0.19177506,0.421344746,0.11833416,-0.265256362,0.12725408,-0.180837421,0.100300908
Sindhi,0.039323208,0.257157017,0.211344621,0.097308128,-0.026349052,-0.003075977,-0.184664811,0.013190517,0.045451742,0.024240933,-0.01556516,-0.077205882,-0.03997114,-0.254901961,0.075120901,0.043435462,-0.001607271,-0.001222562,0.032864951,0.012027624,-0.031930602,-0.072009669,0.006195389,0.118081307,0.009431058,0.110149007,0.110319238,-0.17204214,-0.13099486,-0.057197743,-0.128826303,0.087642662,-0.145210174,-0.038420606,-0.054130119,-0.049398705,0.045675745,0.070749137,0.100212573,-0.01524523,-0.139876719,0.092786099,0.114056484,0.266238061,-0.012821436,0.0050581,0.040192069,0.242938202,0.142665066,0.048199311,-0.112996521,-0.206991332,0.138313867,-0.031794272,0.18877185,-0.143484838,0.053377842,0.021358311,-0.030963996,0.141414141,-0.238603426,0.296992481,1,0.069453897,0.085612457,-0.081327801,-0.01399848,-0.104552388,0.065397952,-0.152331734,0.133258143,-0.00135681,-0.06730717,-0.216455505,-0.141363046,0.002491618,0.083582344,-0.014616547,0.232561717,0.02756069,0.235028286
Slovak,0.275235001,0.368435708,-0.007040399,0.096716142,0.259271579,0.305904826,0.250580134,0.520317543,0.084386783,0.579083793,0.404252439,-0.163784301,0.371528725,0.196923077,0.587864768,0.36177001,0.437211973,0.457591334,0.418109471,0.462156534,0.393412555,0.376155231,0.439056826,0.343576826,0.411440519,0.332159068,0.309705686,-0.032761014,0.369847158,0.198520767,0.36206336,0.356555454,0.419414073,0.444591046,0.358057163,-0.045462729,0.198459299,0.339950825,0.399740775,0.010053791,0.015204652,0.079328822,0.347494805,0.674001498,0.322747712,0.188356231,-0.092048703,0.273050092,0.139262128,0.129453031,0.022281627,0.147803969,-0.099816411,0.500435989,0.120681273,0.059787934,0.211703997,0.369229503,0.471429582,0.597503359,-0.134748866,0.282526759,0.069453897,1,0.346077962,0.293396554,0.303004241,-0.224491269,0.127923338,0.427940598,0.273494499,0.258742945,0.180147443,0.428665419,0.121801387,0.592362667,0.267258002,0.006456635,0.225552193,0.003672411,-0.015482696
Slovenian,0.072710099,0.299131063,0.13581133,0.13677609,0.242245841,0.225365296,0.058889641,0.267395017,0.225857024,0.193078623,0.350173893,-0.330198279,0.168415007,0.042307692,0.248082562,0.13743093,0.181701706,0.263617868,0.235219394,0.183292333,0.083182591,0.074185542,0.149908281,0.043698143,0.252472803,0.149128003,0.061681898,0.069519843,0.203203291,0.217987837,0.10039641,0.051725552,0.261370271,0.076970492,0.106597093,-0.244220599,0.119754749,0.280534918,0.132610273,0.263865503,0.090926554,0.112914847,0.275420906,0.374339884,0.139028056,0.234531687,0.060037764,0.22404675,0.183257661,0.157650276,-0.049731203,0.106731504,-0.108797592,0.306895732,-0.155066522,0.151680568,0.021556412,0.246396118,0.153712139,0.1695037,-0.14823237,0.215683992,0.085612457,0.346077962,1,-0.034909181,0.115130389,-0.154020998,0.1643358,0.193594688,0.089548629,0.216414707,0.18010178,0.122880713,0.117040044,0.261214131,0.129181591,-0.068180778,0.156699023,-0.160450573,-0.355391059
Somali,-0.078180416,-0.038210308,0.220210172,0.431012747,0.004626283,0.222288568,-0.019205835,0.070544698,0.075412492,0.000185042,0.024492295,-0.100333704,0.092268789,-0.197802198,0.061127127,-0.225396092,-0.283500536,-0.14786846,0.212631979,0.151608893,-0.031918359,0.01963368,0.111235841,0.139817278,-0.049843876,0.067206958,0.083968889,-0.315608513,0.155954538,-0.024693223,0.015665957,-0.032300862,-0.118331131,0.274447616,-0.132355637,-0.110897406,-0.129641051,0.184666626,0.111561091,0.119627703,0.215032084,-0.086569494,-0.063095569,-0.125184307,-0.10560013,-0.219838678,0.060133835,0.220082771,-0.114172951,0.057301945,0.038335292,0.195991091,0.308197253,-0.020573228,0.325051988,0.169447228,-0.035608631,-0.009445229,0.044404169,0.147773529,0.030112626,0.064587008,-0.081327801,0.293396554,-0.034909181,1,0.023523409,-0.05629574,-0.067690262,-0.020736076,0.147791759,0.06106369,0.163870877,-0.166233766,0.063700462,0.155674972,0.257860617,-0.058978006,0.095929224,0.094331364,-0.08587572
Spanish,0.214911385,0.270735104,0.187144493,0.271364274,0.079200977,0.193573801,0.151518471,0.211751403,0.354756239,0.243597553,0.474457976,-0.256514634,0.172252099,-0.098000306,0.391626176,0.30045099,0.413761339,0.338710579,0.214016659,0.221399342,0.272849768,0.386634727,0.431716643,-0.006335941,0.408539185,0.223064041,0.352260512,-0.158370024,0.227038145,0.2646778,0.227878846,0.273686645,0.297216045,0.587837596,0.293089554,0.076791399,0.266343708,0.183741689,0.208897172,0.136209362,0.087332749,0.251245035,0.351769155,0.360726684,0.29116641,0.210254817,0.11735436,0.172285299,0.152119053,0.44043092,0.225130699,0.078663263,0.122346313,0.19353106,0.212347483,0.127231945,0.085535445,0.782911516,0.396312842,0.268016808,0.086867814,0.257054672,-0.01399848,0.303004241,0.115130389,0.023523409,1,0.002268933,0.204917684,0.171817588,0.022489357,0.138668468,0.032227459,0.321979266,-0.031445411,0.429748563,0.311825073,-0.12691191,0.322115056,-0.08750601,0.195801708
Sundanese,-0.052820522,-0.069229743,0.182612679,0.035101322,0.244496855,0.156951698,0.171279964,-0.100285407,0.104316652,-0.180040323,0.031471597,0.335084266,0.095679625,0.531578947,-0.25887272,0.097882166,-0.135042297,0.004183779,-0.277100816,0.231568514,-0.035490876,-0.028899753,-0.180630733,0.180438535,-0.209448181,-0.031440425,-0.033849217,-0.014120668,-0.071092407,0.282403173,-0.026284308,0.091276861,0.298797032,0.009225374,0.077415531,-0.046849171,0.167162241,-0.049990395,0.018721128,0.217893994,0.01925171,0.080178174,-0.204628678,-0.284024245,-0.039522655,0.110285364,0.40383037,-0.14149416,0.24456777,0.081156079,0.079596774,0.289864907,0.219745971,-0.054719141,0.102360833,0.007296477,-0.24923524,0.161695713,-0.251244935,-0.30385684,0.186642176,0.0806633,-0.104552388,-0.224491269,-0.154020998,-0.05629574,0.002268933,1,-0.113445294,-0.026215948,0.200404128,0.013012196,0.042628292,0.117023898,0.068610708,-0.188433538,0.062720615,0.285770765,0.016199444,-0.105637467,0.035750941
Swahili,0.131977666,0.225312317,0.074785302,0.067008219,0.054619407,-0.131991499,0.132314938,0.102641069,-0.014305925,0.362193691,0.340573525,0.206160137,-0.088270796,0.202710333,0.171325746,0.108124449,0.111613569,0.194218246,0.143072958,0.038868268,0.002438543,-0.028718444,0.115959053,-0.313290391,0.159353227,0.144729433,0.130731056,0.293481045,0.044470329,-0.030598752,-0.136759479,0.146124874,0.120113107,0.207824867,0.078543854,-0.099312261,-0.137032473,0.06117128,0.294122672,-0.271448345,0.018062146,0.069107788,0.045424214,0.18672619,-0.03583751,0.190710577,0.217634849,0.123078086,-0.170684267,-0.012842055,-0.074623866,0.064385458,0.07754598,0.142537892,-0.111948874,0.026732985,0.037176041,0.195196498,0.39665264,0.104304462,0.042883731,0.066291469,0.065397952,0.127923338,0.1643358,-0.067690262,0.204917684,-0.113445294,1,0.167473306,0.073417375,-0.177921604,-0.054258609,0.045436993,-0.228026194,0.204281965,0.009745559,-0.266564779,-0.023997223,-0.241471994,0.33064435
Swedish,0.427549951,0.303249133,0.199177487,0.079488126,0.27270367,0.301269168,0.113974817,0.353832469,-0.039051627,0.481620356,0.391172817,-0.273714075,0.436739041,0.383247863,0.304105815,0.542561339,0.351627487,0.528814793,0.387355769,0.317185349,0.568937862,0.134060284,0.049775815,0.174032002,0.401618341,0.408152664,0.06952304,0.197065689,0.082229055,0.151105853,0.311790282,0.277262516,0.270775283,0.19731237,0.485418548,0.097927161,0.234159727,0.253864998,0.287940832,-0.072230622,0.039833891,0.122064726,0.4160942,0.420443234,0.266818136,0.237269267,0.149188612,0.057593241,0.145038104,0.030462093,-0.003527096,0.008761192,0.056561375,0.597738022,-0.071352765,0.006019601,0.119836684,0.144980811,0.443580648,0.209636485,0.344119869,-0.023456723,-0.152331734,0.427940598,0.193594688,-0.020736076,0.171817588,-0.026215948,0.167473306,1,0.21387621,0.096875854,-0.02329456,0.487077256,0.132559101,0.419112111,0.246370287,0.108929597,0.132765189,-0.206060606,0.34570929
Tajik,0.108916964,0.249966677,0.106346913,0.189944359,0.274868573,0.199328554,0.214718698,0.106975744,0.226155044,0.165889671,0.132731821,-0.223581848,0.225454494,-0.104635509,0.051694652,0.152000516,-0.102906272,0.171693955,0.113877788,0.162324852,0.118747473,0.017314922,-0.009350121,0.270373358,-0.05268741,0.128850123,0.008513281,-0.070029224,0.067741438,0.330637251,0.16100007,0.181576295,0.074251098,0.16383271,0.247980632,-0.073357494,0.043042737,0.219878283,0.110544355,-0.001710005,0.073770492,-0.383544169,0.15608593,0.2014716,-0.03197175,0.243125154,-0.277939143,-0.181169341,0.287715682,-0.036518564,0.047361925,0.143911385,0.24551522,0.136423042,0.361538626,0.244130273,0.037521341,0.112878783,0.251779116,0.05373927,0.078811841,0.082438428,0.133258143,0.273494499,0.089548629,0.147791759,0.022489357,0.200404128,0.073417375,0.21387621,1,0.160272922,0.100990012,0.046340993,0.16757303,0.14968901,0.196432135,0.128645847,0.172337866,0.124580193,-0.109064165
Tamil,0.064251604,0.091638197,0.190428191,0.138054684,0.355266266,0.23600898,0.080726476,0.265528275,0.197565856,0.204537981,0.008425453,-0.145128272,0.0992729,-0.020779221,0.223483546,0.124418147,0.13399875,0.274721545,0.058273368,0.278672971,0.260839382,0.235704787,0.256765231,0.387527996,-0.060080655,0.171124117,0.02955175,0.058207665,0.094433639,0.274240255,0.338266861,0.310696627,0.04177866,0.161039614,0.064713203,-0.001290167,0.246689104,0.007146135,0.128961369,0.238811756,-0.112984015,0.096151137,0.140868728,0.097952358,-0.001753442,0.008403668,-0.115083028,-0.095240128,0.397711368,0.16192995,0.207942984,0.196593238,-0.011136406,0.060552465,0.219337304,0.123042723,0.213195927,0.318911455,-0.004848896,0.348136659,-0.099173852,0.221003272,-0.00135681,0.258742945,0.216414707,0.06106369,0.138668468,0.013012196,-0.177921604,0.096875854,0.160272922,1,0.326639079,0.184582474,0.087341734,0.240410975,-0.012268803,0.231025584,0.207578194,-0.059133384,-0.156360336
Telugu,-0.130689663,0.05152755,0.240283012,0.307719782,0.139996982,0.214807034,0.100510569,0.211829805,0.372651725,-0.110552174,0.15925062,0.097406275,0.241297558,0.114624506,0.177817826,0.095152146,-0.038667733,0.209021977,-0.081294015,0.316319504,0.02865669,0.250833282,0.31023418,0.299450108,-0.065521317,0.142142109,0.148097894,0.078058221,0.192014048,0.285403574,0.235905104,0.289389306,0.292663955,0.322107364,0.145439736,-0.074166482,0.346480571,0.092440352,-0.026533997,-0.124485292,-0.168522301,0.009173431,0.092890199,-0.027644935,0.153443421,0.316957025,0.091539957,-0.086473683,0.239537577,0.137323552,0.081435142,0.168472502,0.168185356,0.107971769,0.206353399,0.152928971,0.006206386,0.207151893,0.008398509,0.146920136,0.303591479,0.036427897,-0.06730717,0.180147443,0.18010178,0.163870877,0.032227459,0.042628292,-0.054258609,-0.02329456,0.100990012,0.326639079,1,0.389242945,0.096751205,0.06426665,0.023954108,0.137056479,0.081753825,0.122253192,-0.152361398
Thai,0.435011024,0.345242655,0.147177419,0.113560784,0.437397383,0.205453468,0.293551979,0.507883962,0.038961039,0.420983995,0.514766095,-0.046086957,0.507960826,0.626373626,0.397329978,0.624607159,0.560477373,0.69811403,0.258312668,0.612075511,0.742436325,0.485856542,0.450126318,0.177784032,0.138772205,0.320022269,0.53393397,0.141904601,0.397368266,0.256146222,0.639523431,0.470212966,0.612959401,0.500398706,0.727425516,-0.018967853,0.209827515,0.4529249,0.59342284,-0.056099153,-0.180769231,0.237371665,0.442532517,0.488784355,0.307010948,0.244675861,0.17992133,0.136376135,0.374816165,0.279165712,0.219319133,0.307521139,0.083428834,0.542096782,-0.126140156,0.155092062,0.182524485,0.408920638,0.344914374,0.323632131,0.336188677,0.32948679,-0.216455505,0.428665419,0.122880713,-0.166233766,0.321979266,0.117023898,0.045436993,0.487077256,0.046340993,0.184582474,0.389242945,1,0.571465346,0.568439816,0.539533582,0.05014207,0.273020737,0.043783422,0.377622378
Turkish,0.099256293,0.029619992,0.251705537,0.001093737,0.148402977,0.280599695,0.309728681,0.238876277,0.177171205,0.031653181,0.008310114,-0.099834481,0.243755725,0.026956522,0.126842509,0.192663728,0.232276289,0.32408598,0.102309624,0.32002351,0.390680101,0.25219333,0.090980332,0.360379387,-0.091927251,0.132459879,0.298444526,0.115276851,0.203674842,0.264652103,0.419948192,0.34698602,0.342636701,0.13507352,0.573923082,-0.004495214,0.066516601,0.28771238,0.174552531,0.010476298,0.05239273,-0.061439543,0.224714786,0.168877956,0.110560357,0.179432705,-0.192926949,-0.136450156,0.151373355,0.179955355,0.118668936,0.37433482,0.052408427,0.197858052,0.028496414,0.191288421,0.263178102,0.130115591,0.081637676,0.223391273,0.032204732,0.19177506,-0.141363046,0.121801387,0.117040044,0.063700462,-0.031445411,0.068610708,-0.228026194,0.132559101,0.16757303,0.087341734,0.096751205,0.571465346,1,0.220414574,0.207059082,0.108709161,0.282867709,0.028763478,-0.095801248
Ukrainian,0.419746331,0.489731059,0.237095153,0.176927191,0.207131881,0.261235071,0.198745027,0.677605289,0.114415682,0.613640506,0.427361966,-0.292392612,0.27401674,-0.152846643,0.555401649,0.438505769,0.555556974,0.442156621,0.40496001,0.452082722,0.416871767,0.350452388,0.31434851,0.142635189,0.424096673,0.443812973,0.491514815,0.065900025,0.461180589,0.364321162,0.410477004,0.400594175,0.326323622,0.480614574,0.456793921,0.028130475,0.166126065,0.235178977,0.497684355,0.09655409,0.029113573,0.150706012,0.556017338,0.527068914,0.341167551,0.389246822,-0.194779683,0.232441008,0.086239929,0.288754716,0.203893577,0.233815799,-0.022909549,0.4310813,0.021190423,0.136370496,0.317446671,0.535238663,0.499362416,0.620710952,0.067698436,0.421344746,0.002491618,0.592362667,0.261214131,0.155674972,0.429748563,-0.188433538,0.204281965,0.419112111,0.14968901,0.240410975,0.06426665,0.568439816,0.220414574,1,0.399636074,-0.192785421,0.26042831,-0.170705071,0.113469219
Urdu,0.382637449,0.200657895,0.065072882,0.335137608,0.158479906,0.224675994,0.253807994,0.384040629,0.152958153,0.268437353,0.258677354,-0.086032389,0.242747534,-0.033314512,0.205268177,0.323740619,0.281458742,0.370942861,0.380544747,0.35468804,0.409225748,0.200330194,0.049732558,0.143778749,0.15805094,0.23553439,0.322140926,-0.1547492,0.071602284,0.276313636,0.327547813,0.345870083,0.100151526,0.359192174,0.350644673,-0.188377899,0.13658282,0.14518469,0.48393265,-0.002944952,0.311205074,-0.153656359,0.386918225,0.279143856,0.104476368,0.252967897,-0.113249447,0.363072261,0.318269231,0.230307517,0.232852913,-0.004148571,0.178224367,0.422699391,0.094314253,-0.041292246,0.187327085,0.263386906,0.355614827,0.423125613,0.149250671,0.11833416,0.083582344,0.267258002,0.129181591,0.257860617,0.311825073,0.062720615,0.009745559,0.246370287,0.196432135,-0.012268803,0.023954108,0.539533582,0.207059082,0.399636074,1,0.053727977,0.423083898,-0.062647391,0.106689671
Uzbek,0.060339726,-0.068183119,-0.024255589,0.067871868,0.260192898,0.140562329,0.05272002,0.060682251,0.41309519,-0.134171332,-0.068833747,0.122558407,0.173833308,0.012991232,-0.182022816,0.017911382,-0.039050964,0.079916019,0.018224278,0.066196272,0.077451784,-0.041170871,0.249151934,0.297475817,-0.101111633,0.073267621,-0.117131334,-0.011043654,0.173462372,0.223304621,0.240110223,0.123851256,0.166968455,-0.074435071,-0.048742411,-0.190864047,0.179249215,0.078391839,-0.134797012,0.015893101,0.305588223,-0.052152319,0.006624662,0.07780261,0.097691765,-0.06073857,0.132560612,-0.135323383,0.452236919,0.220895415,0.09937067,0.276565889,0.167960457,0.12455477,0.121158217,0.203591996,0.154680389,-0.076106477,-0.149631037,-0.114336737,0.375325272,-0.265256362,-0.014616547,0.006456635,-0.068180778,-0.058978006,-0.12691191,0.285770765,-0.266564779,0.108929597,0.128645847,0.231025584,0.137056479,0.05014207,0.108709161,-0.192785421,0.053727977,1,0.249521507,0.203693032,-0.288695095
