cate,Swedish,Arabic,Norwegian (Bokmål),Romanian,German,Indonesian,French,Russian,Italian,Greek,Finnish,Spanish,Chinese,Polish,English,Czech,Hungarian,Thai,Dutch,Catalan,Mean,Medium,,
585 language,-0.022476854,0.009665137,-0.056548752,-0.024891356,0.26040396,-0.03404437,-0.074035905,-0.022766763,-0.070570685,-0.018707592,-0.06520382,-0.05904315,0.057855908,-0.013778016,-0.026493555,-0.03149691,-0.040230628,-0.04958859,-0.05377572,-0.0715112,-0.020361943,-0.03277064,,
586 letter,-0.011084954,-0.006404774,-0.06275837,-0.013942693,0.28208724,-0.025608867,-0.049147233,-0.00857048,-0.049599223,-0.007168463,-0.07971088,-0.041149754,0.002377908,0.008546655,-0.03129349,-0.01753321,-0.03492832,-0.020888723,-0.042971607,-0.06681872,-0.013828398,-0.023248795,,
587 word,-0.017943852,-0.01100497,-0.05997583,-0.020690978,0.30377588,-0.03864186,-0.059778705,-0.020436352,-0.066658616,-0.010737412,-0.08513605,-0.041395135,0.048312213,-0.00343744,-0.032130506,-0.030264536,-0.053266037,-0.025404878,-0.055165917,-0.078885354,-0.017943317,-0.031197521,,
588 neologism,-0.002993893,0.01295317,-0.049423717,-0.016672738,0.26941326,-0.04124211,-0.07507342,-0.006232485,-0.055782456,-0.00868832,-0.064028434,-0.043036856,0.050996736,-0.006907951,-0.031746138,-0.023806509,-0.036343493,-0.019705867,-0.05024425,-0.0750434,-0.013680444,-0.027776324,,
589 nomenclature,0.008833336,0.001221858,-0.04954188,-0.003636086,0.26471096,-0.025267828,-0.038974773,0.008497014,-0.03848696,0.005640789,-0.054604135,-0.018939536,0.06970991,0.015078628,-0.023727404,-0.000198093,-0.031557556,-0.020878907,-0.03354902,-0.05326161,-0.000946565,-0.019909222,,
590 misnomer,-0.02558889,0.011844762,-0.05436083,-0.021186164,0.27248573,-0.015547718,-0.047712766,-0.031776503,-0.028532764,-0.010444598,-0.06603363,-0.02128532,0.06264525,0.01797214,-0.019982696,0.002608132,-0.034382045,-0.024161227,-0.04124459,-0.034599636,-0.005464168,-0.022723274,,
591 phrase,0.003036744,0.005033559,-0.041449755,-0.005848931,0.30184063,-0.02081335,-0.058612227,-0.001387615,-0.052394204,-0.005667049,-0.047528725,-0.03171483,0.05052559,0.009172334,-0.019768808,-0.014970561,-0.042652246,-0.03038776,-0.05055922,-0.06124929,-0.005769786,-0.020291079,,
592 grammar,-0.016107945,0.005916136,-0.081743255,0.00184636,0.2965579,-0.05719633,-0.06242442,-0.00625496,-0.077449776,-0.0053909,-0.07757122,-0.04075879,0.001118287,-0.009635814,-0.04311722,-0.025473438,-0.05109704,-0.035861596,-0.051038425,-0.074245915,-0.020496418,-0.038310193,,
593 solecism,0.003993899,0.03033042,-0.027747711,-0.02075114,0.3210684,-0.015222543,-0.055035673,-0.01568501,-0.06814667,-0.017375026,-0.09734527,-0.02660747,0.066949755,0.004428971,-0.020531356,-0.018676352,-0.013397485,-0.005268753,-0.05594022,-0.056496516,-0.004372788,-0.018025689,,
594 style,0.001474559,-0.002726263,-0.05102402,0.001479647,0.31620166,-0.023115767,-0.04041764,-0.002112519,-0.053823564,-0.018294463,-0.04571603,-0.047572006,0.0835182,0.024180582,-0.021143993,-6.03E-05,-0.041550055,-0.03553037,-0.035808023,-0.063252054,-0.002764621,-0.02212988,,
595 perspicuity,-0.007770072,-0.009789377,-0.056342226,0.006128413,0.34718174,-0.017210988,-0.08202993,-0.015609635,-0.054628517,-0.006954602,-0.10298702,-0.053784374,0.031050151,-0.003135571,-0.033150215,-0.006723674,-0.024646113,-0.026055485,-0.07591775,-0.07613026,-0.013425275,-0.020928551,,
596 obscurity,0.011207461,-0.020328917,-0.045058005,-0.013666987,0.36062828,0.003065288,-0.0574354,-0.00587151,-0.027392615,-0.011886591,-0.06920226,-0.0260363,0.06616795,0.005871552,-0.017352352,-0.011396731,-0.024179524,0.029593349,-0.045223568,-0.051216666,0.002514323,-0.01550967,,
597 conciseness,-0.02843936,-0.014975655,-0.05763841,-0.012720562,0.32375875,-0.023086239,-0.057159588,-0.006661795,-0.05366253,-0.018882139,-0.06994018,-0.043481488,0.03310745,0.000912716,-0.025928728,-0.021646895,-0.048447933,-0.051415183,-0.045134258,-0.05499924,-0.013822063,-0.027184044,,
598 diffuseness,-0.012622253,0.004244031,-0.057839915,0.006154555,0.2981178,-0.034422413,-0.054996308,0.003938343,-0.04883263,-0.008974049,-0.061617933,-0.03307159,0.051146276,0.018519571,-0.021312758,-0.007725252,-0.03507761,-0.029325822,-0.03837438,-0.07466298,-0.006836766,-0.02531929,,
599 vigor,-0.012780349,-0.005086797,-0.04750026,-0.00224866,0.31608143,-0.009904713,-0.032901824,-0.002093012,-0.046861444,-0.005836638,-0.07268983,-0.019355388,0.05394092,0.01863895,0.002514274,0.005906536,-0.031318594,-0.020021738,-0.031376902,-0.054172177,0.000146689,-0.011342531,,
600 feebleness,-0.010406234,-0.008879096,-0.05683373,0.001430983,0.29053873,-0.010429406,-0.036216646,0.000203559,-0.041595757,0.006248013,-0.074134916,-0.010596149,0.08846439,0.023517523,-0.012890499,0.003860448,-0.02156848,-0.017203826,-0.02337861,-0.040203102,0.00249636,-0.010512778,,
601 plainness,-0.012776683,-0.015097894,-0.054804306,-0.009950683,0.2725108,-0.021350423,-0.05024861,0.00224483,-0.037622306,0.00401376,-0.0782922,-0.020549767,0.07911339,0.009306502,-0.027185865,-0.003205858,-0.024855273,-0.019140704,-0.039883684,-0.06053552,-0.005415525,-0.019845236,,
602 ornament,-0.01607154,-0.002449905,-0.06077525,-0.017526241,0.30899766,-0.029058332,-0.050877746,0.001426321,-0.059208293,-0.011822518,-0.07184859,-0.045236748,0.03580864,0.004158403,-0.01757389,-0.009481737,-0.026714057,-0.03084646,-0.042695183,-0.07014452,-0.010596999,-0.022143974,,
603 elegance,-0.026317213,-0.00989026,-0.05890116,-0.025591845,0.2928427,-0.026591634,-0.053729758,-0.002392149,-0.06767334,-0.016901337,-0.08794794,-0.040347673,0.035275023,-0.01625604,-0.027195511,-0.018053947,-0.031808462,-0.04270548,-0.045918096,-0.06774361,-0.016892387,-0.026893573,,
604 inelegance,-0.020735068,-0.02058102,-0.052540533,-0.007091944,0.28510812,-0.016036017,-0.07319856,-0.004912631,-0.06053635,-0.009165212,-0.08456994,-0.0394761,0.06559054,0.005502565,-0.015959894,-0.006068454,-0.03868232,-0.021239238,-0.03031728,-0.0717332,-0.010832127,-0.020658044,,
605 voice,-0.021778466,0.006693681,-0.061939485,0.005055949,0.28623134,-0.014679248,-0.039942797,-0.002148913,-0.049638823,-0.007083999,-0.05736139,-0.021328129,0.039784443,0.011151955,-0.020027287,-0.004862343,-0.03468325,-0.029510468,-0.033178467,-0.05239337,-0.005081953,-0.020677708,,
606 aphony,-0.007364178,0.014563708,-0.04175963,0.001756693,0.31033167,-0.015511463,-0.040102664,0.009239182,-0.039043833,-0.004003533,-0.047534425,-0.007870778,0.07477251,0.02223447,-0.00219732,0.012147536,-0.009499146,-0.00265353,-0.02551203,-0.04659576,0.007769874,-0.005683856,,
607 speech,-0.025666213,0.013336678,-0.05774927,-0.018329756,0.27881756,-0.031045342,-0.040590353,0.007421963,-0.051203117,-0.021779709,-0.06925773,-0.026544152,0.037369855,0.006959582,-0.0145998,-0.01842495,-0.04274071,-0.031361736,-0.038023822,-0.053657252,-0.009853414,-0.026105183,,
608 stammering,0.010645163,0.01462455,-0.030129166,0.000928866,0.30787873,-0.00654578,-0.04209322,0.019801345,-0.01923174,0.0103548,-0.03314321,0.002174411,0.04934999,0.017312894,-0.019667622,0.016237345,-0.031648725,0.005613897,-0.009089373,-0.02905462,0.011715927,0.001551639,,
609 loquacity,-0.011067036,0.012541313,-0.05353954,-0.018886726,0.28190422,-0.035536706,-0.04583656,-0.000895758,-0.030297412,-0.012414294,-0.06086323,-0.030438209,0.040197037,0.00112838,-0.020981902,-0.007032672,-0.042215746,-0.020174261,-0.04397117,-0.044774596,-0.007157743,-0.020578082,,
610 taciturnity,-0.012998113,0.005173884,-0.044228442,0.000592298,0.28993997,-0.019745905,-0.03990606,0.000782273,-0.03159841,-0.017121105,-0.053482123,-0.000560592,0.08032211,0.02716707,-0.004442488,-0.003742963,0.005157885,-0.0001196,-0.020780642,-0.02217833,0.006911536,-0.004092726,,
611 allocution,-0.034000587,0.00260118,-0.08741897,-0.003830586,0.2617979,-0.03971276,-0.05044303,0.00371415,-0.05321598,-0.010728419,-0.03873476,-0.03404963,0.052567657,0.004314906,-0.01969861,-0.01039558,-0.030659981,-0.010862743,-0.05748858,-0.05670765,-0.010647604,-0.025179296,,
612 response,,,,,,,,,,,,,,,,,,,,,0,0,,
613 conversation,-0.024432812,0.025487442,-0.065351546,-0.01609913,0.27526507,-0.038438614,-0.05426022,-0.001266041,-0.034480188,-0.013902695,-0.051894993,-0.026475165,0.02970451,-0.001697406,-0.026961116,-0.011721392,-0.04980745,-0.03181569,-0.04170626,-0.051409084,-0.010563139,-0.026718141,,
614 soliloquy,-0.032176018,0.020014385,-0.072552755,0.009678046,0.30486754,-0.046355247,-0.04730918,-0.056132823,-0.051522873,-0.09786844,-0.08101648,-0.024843395,0.010788441,-0.03050384,-0.011130236,-0.041608572,-0.022440229,0.03772497,-0.08858274,-0.06528418,-0.019312681,-0.036892295,,
615 writing,-0.039005768,-0.006190521,-0.07909585,-0.048500456,0.26974162,-0.047656935,-0.07218347,-0.026256764,-0.06405603,-0.039362296,-0.08053031,-0.06998439,0.027905192,-0.023381464,-0.05522357,-0.030887375,-0.06660794,-0.043169435,-0.06133203,-0.09169605,-0.032373692,-0.048078696,,
616 printing,-0.030194176,-0.004183579,-0.059928104,-0.01983004,0.249812,-0.0453758,-0.06421105,-0.017708905,-0.05203055,-0.02433566,-0.059645478,-0.055038244,0.050195225,-0.006934231,-0.05128666,-0.03051277,-0.041456778,-0.04689528,-0.051794562,-0.07602704,-0.021869084,-0.043416289,,
617 correspondence,-0.036664236,0.006640196,-0.0693762,-0.003522062,0.22825533,-0.064594425,-0.054838486,-0.023885246,-0.050898504,-0.011363878,-0.062945165,-0.041418627,0.07975435,-0.005917648,-0.035640456,-0.0277735,-0.05852798,-0.040400356,-0.049712963,-0.052394,-0.018761193,-0.038532296,,
618 book,-0.048199132,-0.011078048,-0.09001981,-0.045337856,0.23367074,-0.06468018,-0.08185437,-0.03872086,-0.06940288,-0.0478992,-0.10068348,-0.08633253,0.030061057,-0.032376416,-0.0600286,-0.054804787,-0.06965247,-0.058639843,-0.07641842,-0.09315606,-0.043277657,-0.059334222,,
619 description,-0.010002917,0.010263461,-0.052499037,-0.01480058,0.27032298,-0.026423026,-0.055377632,-0.006828215,-0.034112237,-0.018051203,-0.053555,-0.04156334,0.060514554,0.000349817,-0.019899797,-0.009595644,-0.04252817,-0.028999235,-0.031833757,-0.058359027,-0.0081489,-0.023161412,,
620 dissertation,-0.02753048,-0.011654888,-0.07940319,-0.045966092,0.29364017,-0.05917263,-0.08241206,-0.032800782,-0.06328318,-0.038446788,-0.08325197,-0.073755994,0.038132563,-0.013316097,-0.035439372,-0.032672808,-0.0709585,-0.057628658,-0.073901,-0.08777843,-0.031880009,-0.051797375,,
621 compendium,-0.020400448,0.004424869,-0.061110295,-0.013696227,0.2859941,-0.037910834,-0.0468583,-0.011590051,-0.0505055,-0.01801433,-0.043024853,-0.040644877,0.031326592,0.009077285,-0.035980288,-0.019800114,-0.045888565,-0.04002238,-0.0364974,-0.06498116,-0.012805139,-0.036238844,,
622 poetry,-0.006383641,0.016476747,-0.035646643,-0.005557028,0.2832673,-0.04398343,-0.02948548,0.008563915,-0.031867627,-0.019292684,-0.053099874,-0.016616037,0.020151384,0.01557418,-0.009569802,0.008544182,-0.033274934,-0.030656436,-0.03119841,-0.041028854,-0.001754159,-0.017954361,,
623 prose,-0.003385007,0.01391691,-0.08026298,-0.029404104,0.2867572,-0.020504212,-0.056510415,-0.04706806,-0.08455554,-0.047277134,-0.056627948,-0.078289025,0.026805192,-0.0375851,-0.037585754,-0.008875907,-0.047754824,,-0.06457345,-0.06972524,-0.023289758,-0.04706806,,
624 the drama,-0.030937959,-0.003503226,-0.06391279,-0.02223708,0.2802695,-0.042348884,-0.060700454,-0.02316042,-0.051520556,-0.035738375,-0.06514771,-0.038372044,0.028276129,-0.020598948,-0.03456966,-0.023509666,-0.035970353,-0.027032867,-0.05067547,-0.06659323,-0.019399203,-0.035154018,,
625 will,-0.004761591,0.000662403,-0.035393864,0.002132501,0.29959786,-0.019496541,-0.0564994,0.010671398,-0.047388975,0.000501929,-0.059710905,-0.028361242,0.080963634,0.006082326,-0.020274183,0.009048057,-0.028327677,-0.017394297,-0.03384244,-0.049954735,0.000412713,-0.018445419,,
626 necessity,-0.014641107,0.009427563,-0.03839604,0.007062354,0.29398632,-0.012938141,-0.05313968,-0.009952768,-0.036556732,-8.26E-05,-0.06358553,-0.025040839,0.073967524,0.000701144,-0.010842375,-0.001739807,-0.021259112,-0.025259929,-0.032719363,-0.05075356,-0.000588134,-0.013789624,,
627 willingness,-0.000963214,0.01330511,-0.038522523,0.005228895,0.29978275,-0.02012264,-0.033434536,0.022934513,-0.034498595,0.003556218,-0.044740744,-0.012868424,0.08889719,0.020922799,-0.003872654,0.013647752,-0.025718236,-0.006799138,-0.021895543,-0.02855649,0.009814125,-0.005335896,,
628 unwillingness,0.009459594,0.00705765,-0.017277373,0.0118931,0.31671414,-0.011320799,-0.032784052,0.028883794,-0.022435468,7.48E-05,-0.040492255,-0.005372722,0.08527038,0.022955297,0.003117782,0.020911522,-0.013125887,-0.010416938,-0.013570264,-0.024604712,0.015746879,-0.002648961,,
629 resolution,0.00759846,0.01472263,-0.037269752,-0.004003977,0.3072302,-0.018250953,-0.039381467,0.021355242,-0.026264483,-0.00074654,-0.0436963,-0.005375214,0.063576974,0.018145155,0.003290716,0.015280376,-0.013157653,-0.016475905,-0.017595975,-0.033421393,0.009778007,-0.004689596,,
630 perseverance,-0.009406918,-0.00167241,-0.04316859,-0.000935563,0.31242508,-0.018916648,-0.055057675,0.014131253,-0.045301717,-0.013974958,-0.06473984,-0.02561971,0.02704928,0.012961482,-0.014076522,0.005459997,-0.026482176,-0.0449756,-0.019014562,-0.050094325,-0.003070506,-0.016496585,,
631 irresolution,-0.00217342,0.002562775,-0.03939411,0.008597762,0.30166307,-0.011734953,-0.04056179,0.014509616,-0.034505777,-0.005626312,-0.05514103,-0.008173907,0.07717705,0.014668947,-0.006214726,0.007262304,-0.023718301,-0.013336929,-0.018242754,-0.040660948,0.006347828,-0.007194317,,
632 obstinacy,-0.008660507,0.023813259,-0.046666253,-0.000832885,0.30938217,-0.016968695,-0.042336155,0.014095537,-0.04211287,-0.01211747,-0.06641012,-0.010877044,0.078325815,0.012924342,-0.001796918,0.007058246,-0.014861446,-0.001673869,-0.0210119,-0.035181284,0.006204598,-0.009768776,,
633 tergiversation,0.004707898,0.007509806,-0.038172074,0.005204234,0.3128932,-0.023253147,-0.033769064,0.018904207,-0.035606053,-0.026332041,-0.04599685,-0.012239674,0.07413566,0.012975284,-0.00136862,0.009248146,-0.03166317,-0.008945501,-0.009713879,-0.032529563,0.00729944,-0.00932969,,
634 caprice,-0.011112436,-0.005813901,-0.032668825,0.012828475,0.31516424,-0.03235101,-0.046664756,0.007754317,-0.026809491,-0.02122958,-0.060538203,-0.02629463,0.066531286,0.007860525,-0.016694413,-0.004280179,-0.007930332,0.003857176,-0.028902015,-0.040579896,0.002606318,-0.013903425,,
635 choice,0.000994382,0.01608212,-0.0353754,0.010307403,0.27748734,-0.019745657,-0.047428004,0.01905288,-0.033050075,0.004685243,-0.034623805,-0.01936049,0.07215231,0.022302337,-0.025213437,0.000570092,-0.030625202,-0.038332913,-0.013849688,-0.03859177,0.004371883,-0.016605089,,
636 of choice,0.021888703,0.003096423,-0.014459591,0.02572025,0.30750024,-0.021080859,-0.054718338,0.002744296,-0.036295306,-0.001551634,-0.04278761,-0.009045137,0.08681375,0.01474643,-0.006696671,0.002534129,-0.027130902,0.007499671,-0.020318795,-0.025740698,0.010635918,-0.004124153,,
637 rejection,0.004909179,0.003601665,-0.045693632,0.022401031,0.3021985,-0.013524403,-0.04258906,0.018227598,-0.016826397,0.004679435,-0.0519802,0.002972342,0.102215864,0.019648768,-0.006684501,0.003230709,-0.023272328,-0.002566807,-0.011564879,-0.004339598,0.013252164,0.000202768,,
638 predetermination,-0.017332003,0.006430616,-0.041984748,-0.021419045,0.2890238,-0.020890245,-0.05240245,0.004214948,-0.04406367,-0.001327746,-0.0348264,-0.025313498,0.07264039,0.006166836,-0.015484053,0.009160768,-0.038206547,-0.048698567,-0.048052717,-0.049546357,-0.003595534,-0.021154645,,
639 impulse,-0.021831203,-0.009510482,-0.069594815,-0.018677942,0.29976404,-0.029095208,-0.06100296,-0.010471573,-0.07085665,-0.03509677,-0.07253735,-0.049463317,0.05347883,0.012071374,-0.01627314,0.001140042,-0.031035773,2.77E-05,-0.023333002,-0.07333842,-0.011281831,-0.022582103,,
640 habit,-0.022892358,0.001115158,-0.05811859,-0.009277415,0.27559358,-0.039419908,-0.052670863,0.000448356,-0.052255005,-0.004925027,-0.0638383,-0.029610233,0.06574906,0.004083713,-0.024946978,-0.006340015,-0.03541023,-0.026161341,-0.034189433,-0.057155367,-0.00851106,-0.02555416,,
641 desuetude,-0.034354366,-0.008643806,-0.06766402,-0.03420919,0.26709875,-0.031907797,-0.070576295,-0.018738538,-0.04984102,0.033108257,-0.08876084,-0.03814348,0.048467007,0.013112951,-0.039463304,-0.008789256,-0.05121641,-0.008554488,-0.038982153,-0.0696295,-0.014884375,-0.034281778,,
642 motive,-0.001067539,0.012792056,-0.04211286,0.009426572,0.28598756,-0.023648202,-0.037833318,0.021224754,-0.032532092,0.002651088,-0.03796038,-0.01358753,0.07675644,0.016135411,-0.011189218,0.001759199,-0.026094304,-0.021981139,-0.016435655,-0.040632296,0.006082927,-0.012388374,,
643 of motive,-0.006896019,0.003665805,-0.005006591,0.03035602,0.30890307,-0.012430742,-0.015146768,0.007766809,-0.008030713,-0.015134501,-0.024713084,-0.006077185,0.06022203,0.005656779,0.001911657,-0.019468915,-0.012927251,-0.014690757,-0.046465438,-0.001577179,0.011495851,-0.006486602,,
644 dissuasion,-0.009407308,0.000516869,-0.042917013,0.01598215,0.2924213,-0.007945385,-0.043715175,0.043579653,-0.033762634,-0.002315562,-0.03994657,-0.013211901,0.070477925,0.01779504,-0.00386031,0.000667022,-0.02952653,-0.009659608,-0.028307423,-0.03657291,0.007014582,-0.008676347,,
645 pretext,0.009304229,0.009236462,-0.022300588,0.008682004,0.32599616,-0.018520022,-0.0357013,0.02230915,-0.010600297,0.002024941,-0.024402099,0.001222121,0.071609005,0.015788935,0.00440173,-0.002887354,-0.01825798,-0.022941872,-0.020283818,-0.02733004,0.013367468,-0.000832617,,
646 good,0.009311786,0.015048411,-0.030833423,-0.008520749,0.2851796,-0.039400287,-0.03230771,0.019147735,-0.030869646,0.012275479,-0.05202994,-0.004038787,0.058854587,0.017561354,-0.030128995,-0.003038257,-0.025617445,-0.05031686,-0.030210527,-0.044580728,0.00177428,-0.017069097,,
647 evil,-0.00784889,-0.007884235,-0.037921403,-0.001303595,0.30823305,-0.025582213,-0.033377476,0.001714644,-0.018846069,-0.01436055,-0.05246798,0.005089513,0.068096,0.008968566,-0.004440451,0.001498342,-0.024182457,-0.008286837,-0.032217886,-0.033360623,0.004575973,-0.008085536,,
648 intention,-0.018718578,0.003618183,-0.045754068,-0.008942951,0.3043199,-0.029165383,-0.05178706,-0.000528279,-0.035480905,-0.000225412,-0.053092934,-0.01946013,0.072389886,0.002753138,-0.017844647,-0.011613937,-0.041238766,-0.025712883,-0.05096442,-0.053686045,-0.004056765,-0.019089354,,
649 chance,-0.019474894,0.006855207,-0.048088744,-0.000831584,0.30771372,-0.030733254,-0.05456171,-0.016292315,-0.04107953,-0.001527623,-0.053285792,-0.01660221,0.059725787,-0.004793307,-0.026659751,-0.002299116,-0.024157872,-0.015909223,-0.03787445,-0.054466162,-0.003717141,-0.018038552,,
650 pursuit,-0.016992316,0.001171566,-0.056598883,-0.024042794,0.26657516,-0.038057737,-0.05344315,0.000958411,-0.03247368,-0.002920005,-0.058244627,-0.012474252,0.06385812,0.001699467,-0.027846906,-0.017284067,-0.0383003,-0.022411507,-0.03514662,-0.056346755,-0.007916044,-0.023227151,,
651 avoidance,-0.022829711,0.007040191,-0.042685717,-0.004833568,0.30373764,-0.011757868,-0.040183533,0.015884005,-0.022872875,0.001457046,-0.04839037,-0.001235618,0.08832226,0.015371979,-0.002286567,0.006728995,-0.02566451,-0.001096349,-0.01580055,-0.02840429,0.00852503,-0.003560068,,
652 relinquishment,-0.007648273,0.009587087,-0.0469325,-0.010872872,0.31473655,-0.01437934,-0.027198827,0.021056447,-0.029420566,0.007832911,-0.047294416,-0.005227929,0.10152076,0.027754972,0.01472638,0.003591746,-0.030678086,-0.007681977,-0.01801178,-0.011258219,0.012210103,-0.007665125,,
653 business,-0.040792603,-0.015427091,-0.07396291,-0.02764338,0.23341073,-0.05401894,-0.07201803,-0.012737948,-0.07260628,-0.024312025,-0.07446181,-0.0483637,0.039252225,-0.012586877,-0.053701594,-0.027268844,-0.051609438,-0.056586713,-0.059033554,-0.07638421,-0.02904265,-0.049986569,,
654 plan,-0.021031838,-0.01216737,-0.06155695,-0.02358686,0.26025048,-0.050620355,-0.06337336,-0.02372893,-0.05910467,-0.031050205,-0.06878192,-0.052530333,0.047488224,-0.015505808,-0.041978758,-0.027637715,-0.060280707,-0.04253149,-0.04943576,-0.080396324,-0.023878032,-0.042255124,,
655 method,-0.031726032,0.004117718,-0.0626457,-0.01983599,0.29669708,-0.036582,-0.061072845,-0.024462046,-0.05559531,-0.01912221,-0.050148446,-0.03368536,0.036584295,-0.001704678,-0.045054276,-0.018706404,-0.040670946,-0.023887413,-0.05801175,-0.072126895,-0.01588196,-0.032705696,,
656 mid-course,-0.016765347,0.002600942,-0.047683686,0.011474361,0.3127601,-0.015539467,-0.04641241,0.019415766,-0.03843089,0.021429857,-0.05487299,-0.000692809,0.08396466,0.007703066,-0.029698117,-0.006938418,-0.020888014,-0.02485679,-0.04759091,-0.033968985,0.003750496,-0.016152407,,
657 circuit,-0.048397295,0.002022929,-0.056726854,-0.02601109,0.25969,-0.031602345,-0.058495473,-0.02180334,-0.07948792,-0.042941682,-0.08183271,-0.034572855,0.041993916,-0.002275316,-0.031124605,-0.034134526,-0.044676725,0.00959298,-0.05489281,-0.061781913,-0.019872882,-0.034353691,,
658 requirement,-0.02768583,-0.002089577,-0.05082995,-0.009063864,0.26355973,-0.0437233,-0.058914606,-0.010877204,-0.06110733,-0.010383615,-0.07559841,-0.03524408,0.05668075,-0.004838179,-0.034750134,-0.024000457,-0.04994329,-0.043029077,-0.040844858,-0.059792414,-0.016123785,-0.034997107,,
659 instrumentality,-0.029519826,0.008483166,-0.060350228,-0.021485861,0.27722397,-0.036436632,-0.054827172,-0.023922952,-0.049595136,-0.027272068,-0.071197875,-0.031292673,0.05557759,-0.001036658,-0.02970866,-0.026833748,-0.05260779,-0.059449557,-0.061689243,-0.059190333,-0.017756584,-0.030500667,,
660 means,-0.026025204,-0.00618605,-0.048349302,-0.007029875,0.35122067,-0.05128927,-0.06674226,0.000984762,-0.07159915,0.007514312,-0.02612111,-0.0430036,0.06562581,0.001660818,-0.041244823,-0.011954722,-0.041820977,-0.038033538,-0.042126633,-0.067073,-0.008079657,-0.032077324,,
661 instrument,-0.030500093,-0.015656488,-0.07240482,-0.028045636,0.2770864,-0.060942702,-0.06493099,-0.022292987,-0.08042494,-0.018980233,-0.050481807,-0.04676867,0.04928596,-0.015023802,-0.06261434,-0.04238311,-0.0682581,-0.040538847,-0.060745943,-0.0803452,-0.026748317,-0.04457589,,
662 substitute,-0.05525282,-0.03491065,-0.096147835,-0.054684013,,0.000538588,-0.08966571,-0.07855284,-0.11639792,-0.08042055,-0.1315741,-0.06978592,0.09966791,-0.050649315,-0.031175196,-0.05326858,-0.14226842,-0.02458337,-0.032718837,-0.09991214,-0.060092722,-0.05525282,,
663 materials,-0.038937606,0.002078623,-0.06001528,-0.014867763,0.27233714,-0.059694506,-0.06767717,-0.016248565,-0.058858987,-0.000271869,-0.03870515,-0.038127474,0.009233406,-0.001689138,-0.054212105,-0.02726389,-0.06553014,-0.055449054,-0.046127673,-0.061012704,-0.021051995,-0.038821378,,
664 store,-0.039980244,0.002158839,-0.065175064,-0.030581517,0.25666884,-0.060000233,-0.060046338,-0.010734311,-0.05538647,-0.012583016,-0.07243504,-0.044080503,0.025485912,-0.001012093,-0.059647933,-0.030530935,-0.05298999,-0.029256599,-0.057378035,-0.07762811,-0.023756642,-0.042030374,,
665 provision,-0.0556273,0.000340644,-0.07789481,-0.047277678,0.23997642,-0.07160593,-0.074064024,-0.024764566,-0.081026375,-0.035726037,-0.08111162,-0.0616886,0.036765937,-0.016286166,-0.073220685,-0.042408988,-0.07468784,-0.048954252,-0.06132681,-0.06738283,-0.035898576,-0.058477055,,
666 waste,-0.019851485,0.004013384,-0.05670242,0.001544107,0.2840778,-0.039239615,-0.040663246,0.014325281,-0.021881834,-0.008876607,-0.035464562,-0.01865564,0.05125387,0.010639627,-0.02926399,-3.70E-06,-0.0405924,-0.050534416,-0.021745047,-0.042658348,-0.003013962,-0.020798266,,
667 sufficiency,-0.017080504,0.011387689,-0.05552086,0.002592003,0.28802055,-0.030093497,-0.05132849,0.004994379,-0.040585317,0.006974196,-0.055381026,-0.021363532,0.042407934,0.013604962,-0.023367105,0.00129766,-0.02881813,-0.02899206,-0.03085059,-0.05207415,-0.003208794,-0.022365319,,
668 insufficiency,-0.011774821,0.005773152,-0.049953528,0.016657973,0.27727428,-0.022600468,-0.046163872,0.014741329,-0.030087184,0.004187136,-0.051747862,-0.019444432,0.07830144,0.017177176,-0.019345343,0.000356367,-0.028895026,-0.035781357,-0.030406121,-0.030108025,0.001908041,-0.019394888,,
669 redundancy,-0.006206112,0.000112494,-0.04443537,0.005486993,0.3190902,-0.030794814,-0.04581625,0.007958517,-0.036862884,0.00091221,-0.052657094,-0.028211055,0.052314878,0.005169002,-0.02833118,0.007061274,-0.028053982,-0.021203524,-0.027678482,-0.060580183,-0.000636268,-0.024441003,,
670 importance,-0.008054136,-0.003097155,-0.050247807,-0.01878781,0.3124421,-0.024903351,-0.046040338,-0.013371272,-0.041748386,-0.000772409,-0.07278623,-0.024225313,0.06450569,0.001577669,-0.012521863,-0.00321932,-0.029545149,-0.02992236,-0.03608959,-0.055842306,-0.004632467,-0.021506562,,
671 unimportance,-0.012973318,0.004031581,-0.048334632,-0.001117194,0.29352784,-0.023583233,-0.049526293,0.000793035,-0.028399024,0.008998308,-0.057055928,-0.012629681,0.07411369,0.010351157,-0.023022207,-0.000487418,-0.013903067,-0.016259728,-0.030896872,-0.04684364,0.001339169,-0.013438193,,
672 utility,-0.029319804,-0.011026216,-0.06298551,-0.01941177,0.26952663,-0.050774366,-0.067931384,-0.013087505,-0.07084627,-0.010225881,-0.07817246,-0.052782513,0.04988293,0.001673533,-0.043194056,-0.012777314,-0.047748458,-0.06261847,-0.054774076,-0.081275485,-0.022393422,-0.045471257,,
673 inutility,-0.024801763,0.006778046,-0.056445997,-0.003815766,0.30297276,-0.03257292,-0.06392495,0.005685021,-0.039247125,0.010627902,-0.057498097,-0.028591739,0.064261615,0.020060899,-0.022175634,-0.000184318,-0.030097682,-0.03165992,-0.025278836,-0.0522834,-0.002909595,-0.0250403,,
